print_id,title,event,venues,flags,show_detail,tour
337578,Goose Viva El Gonzo 25 - Sol y Luna Pin,Viva El Gonzo Festival 5/8-11/2025,"San Jose, Del Cabo, Mexico",2 shows on 2025-05-10; no instagram link: Goose,"2025-05-08 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-09 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-10 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-10 Hotel El Ganzo (San José del Cabo, MEX)",
337570,Goose Smiling Sun 25 - Sticker,,,unassigned — no show or tour; no parseable event date; no instagram link: Goose,,
337543,Goose Blood Moon 25 - Trucker Hat,,,unassigned — no show or tour; no parseable event date; no instagram link: Goose,,
337535,Goose Goosemas Crystal Ball 25 - Curf Cap,Goosemas XII 2025,"Amica Mutual Pavilion - Providence, RI",unassigned — no show or tour; no parseable event date,,
337536,Goose Goosemas Crystal Ball 25 - VIP Hat,Goosemas XII 2025,"Amica Mutual Pavilion - Providence, RI",unassigned — no show or tour; no parseable event date,,
337537,Goose Goosemas Crystal Ball 25 - T-Shirt,Goosemas XII 2025,"Amica Mutual Pavilion - Providence, RI",unassigned — no show or tour; no parseable event date,,
337538,Goose Goosemas Crystal Ball 25 - VIP Coffee,Goosemas XII 2025,"Amica Mutual Pavilion - Providence, RI",unassigned — no show or tour; no parseable event date,,
337579,Goose Goosemas Juggler 25 - Beanie,Goosemas XII 2025,"Amica Mutual Pavilion - Providence, RI",unassigned — no show or tour; no parseable event date,,
337532,Goose Goosemas Clown 25 - Enamel Keychain,Goosemas XII 2025,"Amica Mutual Pavilion - Providence, RI",unassigned — no show or tour; no parseable event date,,
337530,Goose Goosemas Circus Tents 25 - Tote,Goosemas XII 2025,"Amica Mutual Pavilion - Providence, RI",unassigned — no show or tour; no parseable event date,,
337302,Goose Chain Yer Dragon - 3xLP Vinyl 25 - Dark Galaxy,,,unassigned — no show or tour; no parseable event date; no instagram link: Kevin Bergkvist,,
337303,Goose Chain Yer Dragon - 3xLP Vinyl 25 - Eclipse,,,unassigned — no show or tour; no parseable event date; no instagram link: Kevin Bergkvist,,
337304,Goose Chain Yer Dragon - 3xLP Vinyl 25 - Black,,,unassigned — no show or tour; no parseable event date; no instagram link: Kevin Bergkvist,,
337113,Goose Providence 25 Biffle - Foil,"Goosemas: December 12-13, 2025","Amica Mutual Pavilion - Providence, RI",no instagram link: Richard Biffle,"2025-12-12 Amica Mutual Pavilion (Providence, RI) | 2025-12-13 Amica Mutual Pavilion (Providence, RI)",
335221,Goose Richmond 25 Tatum - Foil,"October 2-3, 2025","Allianz Amphitheater at Riverfront - Richmond, VA",no instagram link: Hannah Tatum,"2025-10-02 Allianz Amphitheater at Riverfront (Richmond, VA) | 2025-10-03 Allianz Amphitheater at Riverfront (Richmond, VA)",
335222,Goose Richmond 25 Tatum - Artist,"October 2-3, 2025","Allianz Amphitheater at Riverfront - Richmond, VA",no instagram link: Hannah Tatum,"2025-10-02 Allianz Amphitheater at Riverfront (Richmond, VA) | 2025-10-03 Allianz Amphitheater at Riverfront (Richmond, VA)",
335223,Goose Richmond 25 Tatum - Artist Foil,"October 2-3, 2025","Allianz Amphitheater at Riverfront - Richmond, VA",no instagram link: Hannah Tatum,"2025-10-02 Allianz Amphitheater at Riverfront (Richmond, VA) | 2025-10-03 Allianz Amphitheater at Riverfront (Richmond, VA)",
335003,Goose Louisville 25 Gardner - Foil,"September 23-24, 2025","Palace - Louisville, KY",no instagram link: Paul Gardner,"2025-09-23 Louisville Palace Theatre (Louisville, KY) | 2025-09-24 Louisville Palace Theatre (Louisville, KY)",
335001,Goose Louisville 25 Williamson - Foil,"September 23-24, 2025","Palace - Louisville, KY",no instagram link: Caleb Williamson,"2025-09-23 Louisville Palace Theatre (Louisville, KY) | 2025-09-24 Louisville Palace Theatre (Louisville, KY)",
334976,Goose Chicago 25 Spusta - Foil,"September 20, 2025","Huntington Bank Pavilion at Northerly Island - Chicago, IL",no instagram link: Marq Spusta,"2025-09-20 Huntington Bank Pavilion at Northerly Island (Chicago, IL)",
334977,Goose Chicago 25 Spusta - Artist  Orange,"September 20, 2025","Huntington Bank Pavilion at Northerly Island - Chicago, IL",no instagram link: Marq Spusta,"2025-09-20 Huntington Bank Pavilion at Northerly Island (Chicago, IL)",
335009,Goose Chicago 25 Spusta - Artist Black,"September 20, 2025","Huntington Bank Pavilion at Northerly Island - Chicago, IL",no instagram link: Marq Spusta,"2025-09-20 Huntington Bank Pavilion at Northerly Island (Chicago, IL)",
335010,Goose Chicago 25 Spusta - Artist Yellow Green,"September 20, 2025","Huntington Bank Pavilion at Northerly Island - Chicago, IL",no instagram link: Marq Spusta,"2025-09-20 Huntington Bank Pavilion at Northerly Island (Chicago, IL)",
336839,Goose Chicago 25 Spusta - Artist Light Blue,"September 20, 2025","Huntington Bank Pavilion at Northerly Island - Chicago, IL",no instagram link: Marq Spusta,"2025-09-20 Huntington Bank Pavilion at Northerly Island (Chicago, IL)",
334930,Goose Chicago 25 Mazza - Foil,"September 20, 2025","Huntington Bank Pavilion at Northerly Island - Chicago, IL",no instagram link: Jim Mazza,"2025-09-20 Huntington Bank Pavilion at Northerly Island (Chicago, IL)",
334986,Goose Chicago 25 Mazza - Artist,"September 20, 2025","Huntington Bank Pavilion at Northerly Island - Chicago, IL",no instagram link: Jim Mazza,"2025-09-20 Huntington Bank Pavilion at Northerly Island (Chicago, IL)",
334987,Goose Chicago 25 Mazza - Artist Foil,"September 20, 2025","Huntington Bank Pavilion at Northerly Island - Chicago, IL",no instagram link: Jim Mazza,"2025-09-20 Huntington Bank Pavilion at Northerly Island (Chicago, IL)",
337637,Goose Summer Tour VIP 25 Adkins - Tour,Summer Tour 5/30-6/29/2025,*multiple venue tour poster,no instagram link: Carolyn Lee Adkins,"2025-05-30 Hayden Homes Amphitheater (Bend, OR) | 2025-05-31 Spokane Pavilion (Spokane, WA) | 2025-06-01 Outlaw Field at Idaho Botanical Garden (Boise, ID) | 2025-06-03 Brooklyn Bowl Las Vegas (Las Vegas, NV) | 2025-06-04 Arizona Financial Theatre (Phoenix, AZ) | 2025-06-06 Fiddler's Green Amphitheatre (Greenwood Village, CO) | 2025-06-07 Fiddler's Green Amphitheatre (Greenwood Village, CO) | 2025-06-10 The Factory (Chesterfield, MO) | 2025-06-11 The Factory (Chesterfield, MO) | 2025-06-12 Everwise Amphitheater at White River State Park (Indianapolis, IN) | 2025-06-13 Great Stage Park (Manchester, TN) | 2025-06-15 Merriweather Post Pavilion (Columbia, MD) | 2025-06-17 Live Oak Bank Pavilion (Wilmington, NC) | 2025-06-19 Jacob's Pavilion at Nautica (Cleveland, OH) | 2025-06-20 Jacob's Pavilion at Nautica (Cleveland, OH) | 2025-06-21 Constellation Brands – Marvin Sands Performing Arts Center (Canandaigua, NY) | 2025-06-22 Belleayre Mountain (Highmount, NY) | 2025-06-23 Racket NYC (New York, NY) | 2025-06-27 BankNH Pavilion (Gilford, NH) | 2025-06-28 Madison Square Garden (New York, NY) | 2025-06-29 Westville Music Bowl (New Haven, CT)",
332928,Goose Cleveland 25 Mazza - Foil,"June 19-20, 2025","Jacobs Pavilion at Nautica - Cleveland, OH",no instagram link: Jim Mazza,"2025-06-19 Jacob's Pavilion at Nautica (Cleveland, OH) | 2025-06-20 Jacob's Pavilion at Nautica (Cleveland, OH)",
332929,Goose Cleveland 25 Mazza - Web,"June 19-20, 2025","Jacobs Pavilion at Nautica - Cleveland, OH",no instagram link: Jim Mazza,"2025-06-19 Jacob's Pavilion at Nautica (Cleveland, OH) | 2025-06-20 Jacob's Pavilion at Nautica (Cleveland, OH)",
332933,Goose Cleveland 25 Mazza - Artist,"June 19-20, 2025","Jacobs Pavilion at Nautica - Cleveland, OH",no instagram link: Jim Mazza,"2025-06-19 Jacob's Pavilion at Nautica (Cleveland, OH) | 2025-06-20 Jacob's Pavilion at Nautica (Cleveland, OH)",
332934,Goose Cleveland 25 Mazza - Artist Foil,"June 19-20, 2025","Jacobs Pavilion at Nautica - Cleveland, OH",no instagram link: Jim Mazza,"2025-06-19 Jacob's Pavilion at Nautica (Cleveland, OH) | 2025-06-20 Jacob's Pavilion at Nautica (Cleveland, OH)",
332894,Goose Wilmington 25 Decker - Foil,"June 17, 2025",Live Oak Bank Pavilion - Wilmington NC,no instagram link: Matt Decker,"2025-06-17 Live Oak Bank Pavilion (Wilmington, NC)",
332895,Goose Wilmington 25 Decker - Web,"June 17, 2025",Live Oak Bank Pavilion - Wilmington NC,no instagram link: Matt Decker,"2025-06-17 Live Oak Bank Pavilion (Wilmington, NC)",
332683,Goose St. Louis 25 Landland - Foil,"June 10-11, 2025","The Factory, St.Louis MO",no instagram link: Landland,"2025-06-10 The Factory (Chesterfield, MO) | 2025-06-11 The Factory (Chesterfield, MO)",
332684,Goose St. Louis 25 Landland - Web,"June 10-11, 2025","The Factory, St.Louis MO",no instagram link: Landland,"2025-06-10 The Factory (Chesterfield, MO) | 2025-06-11 The Factory (Chesterfield, MO)",
332688,Goose St. Louis 25 Landland - Artist,"June 10-11, 2025","The Factory, St.Louis MO",no instagram link: Landland,"2025-06-10 The Factory (Chesterfield, MO) | 2025-06-11 The Factory (Chesterfield, MO)",
332689,Goose St. Louis 25 Landland - Artist Foil,"June 10-11, 2025","The Factory, St.Louis MO",no instagram link: Landland,"2025-06-10 The Factory (Chesterfield, MO) | 2025-06-11 The Factory (Chesterfield, MO)",
332518,Goose Bend 25 Stiles - Foil,"May 30, 2025","Hayden Homes Amphitheater - Bend, OR",no instagram link: Daniel Stiles,"2025-05-30 Hayden Homes Amphitheater (Bend, OR)",
332519,Goose Bend 25 Stiles - Web,"May 30, 2025","Hayden Homes Amphitheater - Bend, OR",no instagram link: Daniel Stiles,"2025-05-30 Hayden Homes Amphitheater (Bend, OR)",
332520,Goose Bend 25 Stiles - Artist,"May 30, 2025","Hayden Homes Amphitheater - Bend, OR",no instagram link: Daniel Stiles,"2025-05-30 Hayden Homes Amphitheater (Bend, OR)",
332521,Goose Bend 25 Stiles - Artist Foil,"May 30, 2025","Hayden Homes Amphitheater - Bend, OR",no instagram link: Daniel Stiles,"2025-05-30 Hayden Homes Amphitheater (Bend, OR)",
330910,Goose EMG New York City 25 Blomerth - Foil,Goose x Luna Luna: The Everything Must Go Experience,"The Shed - New York, NY",unassigned — no show or tour; no parseable event date,,
331092,Goose EMG New York City 25 Blomerth - Vintage EMG Experience Tote Bag,Goose x Luna Luna: The Everything Must Go Experience,"The Shed - New York, NY",unassigned — no show or tour; no parseable event date,,
331093,Goose EMG New York City 25 Blomerth - Vintage EMG Experience Tee,Goose x Luna Luna: The Everything Must Go Experience,"The Shed - New York, NY",unassigned — no show or tour; no parseable event date,,
330413,Goose Grand Rapids N2 25 Loeffler - Foil,"February 14, 2025","GLC Live at 20 Monroe - Grand Rapids, MI",no instagram link: Max Loeffler,"2025-02-14 GLC Live at 20 Monroe (Grand Rapids, MI)",
330414,Goose Grand Rapids N2 25 Loeffler - Web,"February 14, 2025","GLC Live at 20 Monroe - Grand Rapids, MI",no instagram link: Max Loeffler,"2025-02-14 GLC Live at 20 Monroe (Grand Rapids, MI)",
330008,Goose Everything Must Go 3xLP Vinyl 25 - Spotify Fans,,,unassigned — no show or tour; no parseable event date,,
330017,Goose Everything Must Go 3xLP Vinyl 25 - Webstore Primary,,,unassigned — no show or tour; no parseable event date,,
330018,Goose Everything Must Go 3xLP Vinyl 25 - Retail Primary,,,unassigned — no show or tour; no parseable event date,,
330019,Goose Everything Must Go 3xLP Vinyl 25 - Indie Retail,,,unassigned — no show or tour; no parseable event date,,
329440,Goose Austin 24 Rushing - Foil,"December 30-31, 2024","Moody Center - Austin, TX",no instagram link: Taylor Rushing,"2024-12-30 Moody Center (Austin, TX) | 2024-12-31 Moody Center (Austin, TX)",
329441,Goose Austin 24 Rushing - Web,"December 30-31, 2024","Moody Center - Austin, TX",no instagram link: Taylor Rushing,"2024-12-30 Moody Center (Austin, TX) | 2024-12-31 Moody Center (Austin, TX)",
329206,Goose North Charleston 24 Mazza Kloc - Rainbow Foil,"Goosemas: December 13-14, 2024","North Charleston Col - N. Charleston, SC",no instagram link: Jim Mazza,"2024-12-13 North Charleston Coliseum & Performing Arts Center (North Charleston, SC) | 2024-12-14 North Charleston Coliseum & Performing Arts Center (North Charleston, SC)",
329207,Goose North Charleston 24 Mazza Kloc - Sparkle Foil,"Goosemas: December 13-14, 2024","North Charleston Col - N. Charleston, SC",no instagram link: Jim Mazza,"2024-12-13 North Charleston Coliseum & Performing Arts Center (North Charleston, SC) | 2024-12-14 North Charleston Coliseum & Performing Arts Center (North Charleston, SC)",
329208,Goose North Charleston 24 Mazza Kloc - Gold Foil,"Goosemas: December 13-14, 2024","North Charleston Col - N. Charleston, SC",no instagram link: Jim Mazza,"2024-12-13 North Charleston Coliseum & Performing Arts Center (North Charleston, SC) | 2024-12-14 North Charleston Coliseum & Performing Arts Center (North Charleston, SC)",
329209,Goose North Charleston 24 Mazza Kloc - Artist Lava Foil,"Goosemas: December 13-14, 2024","North Charleston Col - N. Charleston, SC",no instagram link: Jim Mazza,"2024-12-13 North Charleston Coliseum & Performing Arts Center (North Charleston, SC) | 2024-12-14 North Charleston Coliseum & Performing Arts Center (North Charleston, SC)",
329210,Goose North Charleston 24 Mazza Kloc - Artist Rainbow Foil,"Goosemas: December 13-14, 2024","North Charleston Col - N. Charleston, SC",no instagram link: Jim Mazza,"2024-12-13 North Charleston Coliseum & Performing Arts Center (North Charleston, SC) | 2024-12-14 North Charleston Coliseum & Performing Arts Center (North Charleston, SC)",
329211,Goose North Charleston 24 Mazza Kloc - Artist Gold Foil,"Goosemas: December 13-14, 2024","North Charleston Col - N. Charleston, SC",no instagram link: Jim Mazza,"2024-12-13 North Charleston Coliseum & Performing Arts Center (North Charleston, SC) | 2024-12-14 North Charleston Coliseum & Performing Arts Center (North Charleston, SC)",
328124,Goose St. Augustine 24 Perez - Foil,"November 1-2, 2024","St. Augustine Amp - St. Augustine, FL",no instagram link: Derek Perez,"2024-11-01 The St. Augustine Amphitheatre (St. Augustine, FL) | 2024-11-02 The St. Augustine Amphitheatre (St. Augustine, FL)",
328091,Goose Miami Beach 24 Powers - Foil,"October 29-30, 2024","Fillmore Miami Beach - Miami Beach, FL",no instagram link: Max Powers,"2024-10-29 The Fillmore Miami Beach (Miami Beach, FL) | 2024-10-30 The Fillmore Miami Beach (Miami Beach, FL)",
328092,Goose Miami Beach 24 Powers - Web,"October 29-30, 2024","Fillmore Miami Beach - Miami Beach, FL",no instagram link: Max Powers,"2024-10-29 The Fillmore Miami Beach (Miami Beach, FL) | 2024-10-30 The Fillmore Miami Beach (Miami Beach, FL)",
328088,Goose Miami Beach 24 Morlan - Foil,"October 29-30, 2024","Fillmore Miami Beach - Miami Beach, FL",no instagram link: Garrett Maurer Morlan,"2024-10-29 The Fillmore Miami Beach (Miami Beach, FL) | 2024-10-30 The Fillmore Miami Beach (Miami Beach, FL)",
328089,Goose Miami Beach 24 Morlan - Web,"October 29-30, 2024","Fillmore Miami Beach - Miami Beach, FL",no instagram link: Garrett Maurer Morlan,"2024-10-29 The Fillmore Miami Beach (Miami Beach, FL) | 2024-10-30 The Fillmore Miami Beach (Miami Beach, FL)",
327985,Goose Nashville 24 Loeffler - Foil,"October 24, 2024","Ascend Amphitheater - Nashville, TN",no instagram link: Max Loeffler,"2024-10-24 Ascend Amphitheater (Nashville, TN)",
327986,Goose Nashville 24 Loeffler - Web,"October 24, 2024","Ascend Amphitheater - Nashville, TN",no instagram link: Max Loeffler,"2024-10-24 Ascend Amphitheater (Nashville, TN)",
327926,Goose Winston-Salem / Birmingham 24 Leaming - Foil,"October 25-26, 2024","Lawrence Joel VMC - Winston-Salem, NC | Avondale Brewing Company Birmingham AL",no instagram link: Alex Leaming,"2024-10-25 Lawrence Joel Veterans Memorial Coliseum (Winston-Salem, NC) | 2024-10-26 Avondale Brewing Company (Birmingham, AL)",
327212,Goose Bonner 24 Kramer - Foil,"September 19-20, 2024","Kettlehouse Amphitheater - Bonner, MT",no instagram link: Jeremy Kramer,"2024-09-19 KettleHouse Amphitheater (Bonner-West Riverside, MT) | 2024-09-20 KettleHouse Amphitheater (Bonner-West Riverside, MT)",
327130,Goose Magna 24 Decker - Foil,"September 17, 2024","Great Saltair, The - Magna, UT",no instagram link: Matt Decker,"2024-09-17 The Great Saltair III (Magna, UT)",
327131,Goose Magna 24 Decker - Web,"September 17, 2024","Great Saltair, The - Magna, UT",no instagram link: Matt Decker,"2024-09-17 The Great Saltair III (Magna, UT)",
327097,Goose Waukee 24 Mikaela - Foil,"September 15, 2024","Vibrant Music Hall - Waukee, IA",no instagram link: Jane Mikaela,"2024-09-15 Vibrant Music Hall (Waukee, IA)",
327098,Goose Waukee 24 Mikaela - Web,"September 15, 2024","Vibrant Music Hall - Waukee, IA",no instagram link: Jane Mikaela,"2024-09-15 Vibrant Music Hall (Waukee, IA)",
327018,Goose Chicago N2 24 Grzeca - Foil,"September 12, 2024","The Salt Shed, Chicago IL",no instagram link: Dan Grzeca,"2024-09-12 The Salt Shed (Chicago, IL)",
327019,Goose Chicago N2 24 Grzeca - Web,"September 12, 2024","The Salt Shed, Chicago IL",no instagram link: Dan Grzeca,"2024-09-12 The Salt Shed (Chicago, IL)",
327031,Goose Chicago N2 24 Grzeca - Artist,"September 12, 2024","The Salt Shed, Chicago IL",no instagram link: Dan Grzeca,"2024-09-12 The Salt Shed (Chicago, IL)",
326536,Goose Saratoga Springs 24 Tortuga Design Studios - Foil,"September 6-7, 2024","Saratoga Performing Arts Center (SPAC) - Saratoga Springs, NY",no instagram link: Tortuga Design Studios,"2024-09-06 Broadview Stage at SPAC (Saratoga Springs, NY) | 2024-09-07 Broadview Stage at SPAC (Saratoga Springs, NY)",
326517,Goose Boston N2 24 Wagers - Foil,"September 3, 2024","MGM Music Hall at Fenway Park, Boston MA",no instagram link: Charlie Wagers,"2024-09-03 MGM Music Hall at Fenway (Boston, MA)",
326518,Goose Boston N2 24 Wagers - Web,"September 3, 2024","MGM Music Hall at Fenway Park, Boston MA",no instagram link: Charlie Wagers,"2024-09-03 MGM Music Hall at Fenway (Boston, MA)",
325282,Goose Hot Tea 24 Pollock - Blue,,,unassigned — no show or tour; no parseable event date,,
325003,Goose Philadelphia 24 Spusta - Foil,"June 28, 2024","Mann Center - Philadelphia, PA",no instagram link: Marq Spusta,"2024-06-28 TD Pavilion at The Mann (Philadelphia, PA)",
325004,Goose Philadelphia 24 Spusta - Online,"June 28, 2024","Mann Center - Philadelphia, PA",no instagram link: Marq Spusta,"2024-06-28 TD Pavilion at The Mann (Philadelphia, PA)",
325186,Goose Philadelphia 24 Spusta - Artist Chlorophyll,"June 28, 2024","Mann Center - Philadelphia, PA",no instagram link: Marq Spusta,"2024-06-28 TD Pavilion at The Mann (Philadelphia, PA)",
325187,Goose Philadelphia 24 Spusta - Artist Black,"June 28, 2024","Mann Center - Philadelphia, PA",no instagram link: Marq Spusta,"2024-06-28 TD Pavilion at The Mann (Philadelphia, PA)",
325188,Goose Philadelphia 24 Spusta - Artist White,"June 28, 2024","Mann Center - Philadelphia, PA",no instagram link: Marq Spusta,"2024-06-28 TD Pavilion at The Mann (Philadelphia, PA)",
324501,Goose Atlanta N1 24 Mazza - Show Foil,"June 20, 2024","Fox Theatre - Atlanta, GA",no instagram link: Jim Mazza,"2024-06-20 Fox Theatre (Atlanta, GA)",
324502,Goose Atlanta N1 24 Mazza - Online,"June 20, 2024","Fox Theatre - Atlanta, GA",no instagram link: Jim Mazza,"2024-06-20 Fox Theatre (Atlanta, GA)",
324509,Goose Atlanta N1 24 Mazza - Artist Swirl Foil,"June 20, 2024","Fox Theatre - Atlanta, GA",no instagram link: Jim Mazza,"2024-06-20 Fox Theatre (Atlanta, GA)",
324524,Goose Atlanta N1 24 Mazza - Artist Gold Foil,"June 20, 2024","Fox Theatre - Atlanta, GA",no instagram link: Jim Mazza,"2024-06-20 Fox Theatre (Atlanta, GA)",
324326,Goose Canandaigua 24 Cohen - Foil,"June 15, 2024","CMAC Performing Arts Center - Canandaigua, NY",no instagram link: Evan Cohen,"2024-06-15 Constellation Brands – Marvin Sands Performing Arts Center (Canandaigua, NY)",
324327,Goose Canandaigua 24 Cohen - Online,"June 15, 2024","CMAC Performing Arts Center - Canandaigua, NY",no instagram link: Evan Cohen,"2024-06-15 Constellation Brands – Marvin Sands Performing Arts Center (Canandaigua, NY)",
324261,Goose Indianapolis 24 Stiles - Swirl foil,"June 12, 2024","White River State Park - Indianapolis, IN",no instagram link: Daniel Stiles,"2024-06-12 Everwise Amphitheater at White River State Park (Indianapolis, IN)",
324262,Goose Indianapolis 24 Stiles - Sparkle foil web,"June 12, 2024","White River State Park - Indianapolis, IN",no instagram link: Daniel Stiles,"2024-06-12 Everwise Amphitheater at White River State Park (Indianapolis, IN)",
324278,Goose Indianapolis 24 Stiles - Artist,"June 12, 2024","White River State Park - Indianapolis, IN",no instagram link: Daniel Stiles,"2024-06-12 Everwise Amphitheater at White River State Park (Indianapolis, IN)",
324285,Goose Indianapolis 24 Stiles - Artist White swirl foil,"June 12, 2024","White River State Park - Indianapolis, IN",no instagram link: Daniel Stiles,"2024-06-12 Everwise Amphitheater at White River State Park (Indianapolis, IN)",
324288,Goose Indianapolis 24 Stiles - Artist White sparkle foil,"June 12, 2024","White River State Park - Indianapolis, IN",no instagram link: Daniel Stiles,"2024-06-12 Everwise Amphitheater at White River State Park (Indianapolis, IN)",
324289,Goose Indianapolis 24 Stiles - Artist Silver Sparkle foil,"June 12, 2024","White River State Park - Indianapolis, IN",no instagram link: Daniel Stiles,"2024-06-12 Everwise Amphitheater at White River State Park (Indianapolis, IN)",
324290,Goose Indianapolis 24 Stiles - Artist Variant Rando Foil,"June 12, 2024","White River State Park - Indianapolis, IN",no instagram link: Daniel Stiles,"2024-06-12 Everwise Amphitheater at White River State Park (Indianapolis, IN)",
324218,Goose Omaha 24 Lyons - Foil,"June 10, 2024","SteelHouse, Omaha NE",no instagram link: Chris Lyons,"2024-06-10 Steelhouse Omaha (Omaha, NE)",
324219,Goose Omaha 24 Lyons - Web,"June 10, 2024","SteelHouse, Omaha NE",no instagram link: Chris Lyons,"2024-06-10 Steelhouse Omaha (Omaha, NE)",
324135,Goose St. Louis N2 24 Schaw - Foil,"June 4-5, 2024","The Factory, St.Louis MO",no instagram link: Peter Schaw,"2024-06-04 The Factory (Chesterfield, MO) | 2024-06-05 The Factory (Chesterfield, MO)",
324196,Goose St. Louis N2 24 Schaw - Online,"June 4-5, 2024","The Factory, St.Louis MO",no instagram link: Peter Schaw,"2024-06-04 The Factory (Chesterfield, MO) | 2024-06-05 The Factory (Chesterfield, MO)",
323427,Goose Wilton 24 McGeehan - Foil,"April 24, 2024","Wilton High School, Wilton CT",2 shows on 2024-04-24,"2024-04-24 Wilton High School (Clune Auditorium) (Wilton, CT) | 2024-04-24 Wilton High School (Clune Auditorium) (Wilton, CT)",
323432,Goose Wilton 24 McGeehan - Artist,"April 24, 2024","Wilton High School, Wilton CT",2 shows on 2024-04-24,"2024-04-24 Wilton High School (Clune Auditorium) (Wilton, CT) | 2024-04-24 Wilton High School (Clune Auditorium) (Wilton, CT)",
328993,Goose Red Dragonfly Hat Pin 23 - Purple,,,unassigned — no show or tour; no parseable event date; no instagram link: Goose,,
328994,Goose GooseSprout Pin 23 - Teal,,,unassigned — no show or tour; no parseable event date; no instagram link: Goose,,
321734,Goose Goosemas VIII Pin 23 - Web Green Variant,Goosemas VIII,,unassigned — no show or tour; no parseable event date; no instagram link: Goose,,
321424,Goose Hampton Space Badge 23 Mate - Enamel Pin,"December 8-9, 2023",,no instagram link: Riley Mate,"2023-12-08 Hampton Coliseum (Hampton, VA) | 2023-12-09 Hampton Coliseum (Hampton, VA)",
320009,Goose Hampton 23 Tatum - Foil,"December 8-9, 2023","Hampton Coliseum - Hampton, VA",no instagram link: Hannah Tatum,"2023-12-08 Hampton Coliseum (Hampton, VA) | 2023-12-09 Hampton Coliseum (Hampton, VA)",
320010,Goose Hampton 23 Tatum - Artist,"December 8-9, 2023","Hampton Coliseum - Hampton, VA",no instagram link: Hannah Tatum,"2023-12-08 Hampton Coliseum (Hampton, VA) | 2023-12-09 Hampton Coliseum (Hampton, VA)",
320011,Goose Hampton 23 Tatum - Artist foil,"December 8-9, 2023","Hampton Coliseum - Hampton, VA",no instagram link: Hannah Tatum,"2023-12-08 Hampton Coliseum (Hampton, VA) | 2023-12-09 Hampton Coliseum (Hampton, VA)",
319338,Goose Bristol 23 Rassi - Foil,"November 18, 2023","Thekla - Bristol, GBR",no instagram link: Jessica Rassi,"2023-11-18 Thekla (Bristol, GBR)",
319180,Goose European Tour II 23 Millward - Web,2023 European Tour Leg 2,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
319096,Goose Copenhagen 23 Ahmed - Foil,"November 9, 2023","Hotel Cecil, Copenhagen Denmark",no instagram link: Bassant Ahmed,"2023-11-09 Hotel Cecil (Copenhagen, DNK)",
318878,Goose European Tour I 23 Loeffler - Web,2023 European Tour Leg 1,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Max Loeffler,,
319837,Goose European Tour I 23 Loeffler - Artist,2023 European Tour Leg 1,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Max Loeffler,,
319838,Goose European Tour I 23 Loeffler - Artist Foil,2023 European Tour Leg 1,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Max Loeffler,,
318516,Goose Flagstaff 23 Loeffler - Foil,"October 3, 2023","Pepsi Amphiteater - Flagstaff, AZ",no instagram link: Max Loeffler,"2023-10-03 Pepsi Amphitheater (Flagstaff, AZ)",
318225,Goose Fall-Autumn Rising Foil Tour Poster  23 Blomerth - Artist Proof,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
318814,Goose Fall-Autumn Rising Foil Tour Poster  23 Blomerth - Blanket,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
317929,Goose Spokane 23 Helton - Foil,"September 22, 2023","Riverfront Park Pavilion - Spokane, WA","venue mismatch on 2023-09-22: EB=['park', 'riverfront', 'pavilion'] db=KettleHouse Amphitheater","2023-09-22 KettleHouse Amphitheater (Bonner-West Riverside, MT)",
317933,Goose Spokane 23 Helton - Web,"September 22, 2023","Riverfront Park Pavilion - Spokane, WA","venue mismatch on 2023-09-22: EB=['park', 'riverfront', 'pavilion'] db=KettleHouse Amphitheater","2023-09-22 KettleHouse Amphitheater (Bonner-West Riverside, MT)",
317857,Goose Undecided Print 22 Rosenstock - Artist Proof,,,unassigned — no show or tour; no parseable event date,,
317855,Goose Salt Lake City 23 Schaw - Foil,"September 20, 2023","Red Butte Garden - Salt Lake City, UT",no instagram link: Peter Schaw,"2023-09-20 Red Butte Garden Amphitheatre (Salt Lake City, UT)",
317868,Goose Salt Lake City 23 Schaw - Web,"September 20, 2023","Red Butte Garden - Salt Lake City, UT",no instagram link: Peter Schaw,"2023-09-20 Red Butte Garden Amphitheatre (Salt Lake City, UT)",
317828,Goose Thornville [Uncut] 22 Morlan - Artist Proof,06/10-11/2022,"Legend Valley - Thornville, OH",no instagram link: Garrett Maurer Morlan,"2022-06-10 Legend Valley (Thornville, OH) | 2022-06-11 Legend Valley (Thornville, OH)",
317829,Goose Thornville [Uncut] 22 Morlan - Foil,06/10-11/2022,"Legend Valley - Thornville, OH",no instagram link: Garrett Maurer Morlan,"2022-06-10 Legend Valley (Thornville, OH) | 2022-06-11 Legend Valley (Thornville, OH)",
317823,Goose Thornville N2 22 Morlan - Foil,,"Legend Valley - Thornville, OH",unassigned — no show or tour; no parseable event date; no instagram link: Garrett Maurer Morlan,,
